# durete temps taux_vrai
1 57.35673366666667 100
2 48.554847 100
3 44.624432999999996 100
4 39.45205833333333 100
5 36.553885333333334 100
6 29.592131333333334 100
7 29.80130533333334 100
8 23.407518666666668 100
9 20.884336666666666 100
10 18.684464666666667 100
11 18.16065366666667 100
12 16.404619 100
13 15.178002333333334 100
14 0.18642333333333333 0
15 14.257334666666665 100
16 14.48788533333333 100
17 0.5370783333333333 0
18 0.16869733333333334 0
19 0.6367283333333333 0
20 0.12337166666666666 0
21 0.183382 0
22 0.487694 0
23 0.04808366666666667 0
24 0.08556133333333334 0
25 0.43411299999999997 0
26 0.36741466666666667 0
27 0.03520566666666667 0
28 0.15302633333333335 0
29 0.04359433333333334 0
30 0.16923566666666667 0
31 0.077263 0
32 0.05697033333333333 0
33 0.07861499999999999 0
34 0.17445099999999997 0
35 0.10870466666666667 0
36 0.08984 0
37 0.2797283333333333 0
38 0.07107733333333333 0
39 0.07410166666666666 0
40 0.05685733333333333 0
41 0.08948233333333333 0
42 0.22450933333333337 0
43 0.125401 0
44 0.044579999999999995 0
45 0.05886933333333333 0
46 0.09551633333333334 0
47 0.04569266666666667 0
48 0.07990299999999999 0
49 0.09568866666666667 0
50 0.049103 0
51 0.06630233333333334 0
52 0.04776766666666667 0
53 0.018107333333333333 0
54 0.06732333333333333 0
55 0.026027333333333336 0
56 0.03137033333333333 0
57 0.07155733333333333 0
58 0.05484766666666666 0
59 0.08510333333333334 0
60 0.041066 0
61 0.052417000000000005 0
62 0.044426 0
63 0.07622566666666666 0
64 0.046731666666666664 0
65 0.052805000000000005 0
66 0.11271400000000001 0
67 0.04824099999999999 0
68 0.08646000000000001 0
69 0.11017866666666667 0
70 0.03564333333333333 0
71 0.14186966666666667 0
72 0.09214199999999999 0
73 0.03765 0
74 0.09649699999999999 0
75 0.09198866666666666 0
76 0.042006333333333326 0
77 0.09813133333333332 0
78 0.09615733333333333 0
79 0.12674166666666667 0
80 0.11713333333333331 0
81 0.09578600000000001 0
82 0.15053166666666667 0
83 0.12866133333333335 0
84 0.10333099999999999 0
85 0.15894466666666668 0
86 0.10045066666666666 0
87 0.13175433333333333 0
88 0.14103133333333334 0
89 0.138734 0
90 0.14080533333333334 0
91 0.111253 0
92 0.13435833333333336 0
93 0.11927200000000002 0
94 0.12640633333333334 0
95 0.14342133333333332 0
96 0.1343393333333333 0
97 0.10547999999999999 0
98 0.09396166666666665 0
99 0.09980466666666668 0
